,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000123684.11,3277.311052,0.367652178,0.090232727,4.074488184,4.61E-05,0.005797566
ENSG00000211897.6,2755.189735,-0.836069985,0.205232794,-4.073764092,4.63E-05,0.005797566
ENSG00000272990.1,139.5892029,0.41401005,0.101660131,4.07249181,4.65E-05,0.005808882
ENSG00000264364.2,13147.83181,0.130247173,0.03199586,4.070750861,4.69E-05,0.005827155
ENSG00000258655.2,194.7974252,-0.225120684,0.055319621,-4.069454564,4.71E-05,0.005827155
ENSG00000134193.13,376.1630222,0.765790677,0.188186341,4.069321251,4.72E-05,0.005827155
ENSG00000119777.17,9051.398363,0.172611369,0.042443203,4.066878932,4.76E-05,0.005856822
ENSG00000256537.3,1739.191079,0.194748648,0.047897958,4.065907094,4.78E-05,0.005856822
ENSG00000249690.1,2.707823611,-1.005230268,0.247245207,-4.065721961,4.79E-05,0.005856822
ENSG00000024526.15,213.9041621,-0.600795321,0.147898611,-4.062210714,4.86E-05,0.005900444
ENSG00000130598.14,48.43293472,0.764998633,0.188403125,4.060434936,4.90E-05,0.005900444
ENSG00000198914.2,6.766632245,-1.809806475,0.445717735,-4.060431821,4.90E-05,0.005900444
ENSG00000163380.14,24.4667531,0.689620266,0.169861332,4.059901435,4.91E-05,0.005900444
ENSG00000269386.4,370.6732262,0.310649594,0.076544257,4.058431125,4.94E-05,0.005900444
ENSG00000125903.4,2.026481426,1.941114898,0.478373043,4.057743065,4.95E-05,0.005900444
ENSG00000143256.4,1990.377046,0.266519113,0.065682736,4.057673767,4.96E-05,0.005900444
ENSG00000170906.14,3148.76698,0.341254965,0.084101418,4.05766006,4.96E-05,0.005900444
ENSG00000171246.5,177.3188202,-0.539833259,0.13312981,-4.054938992,5.01E-05,0.005935074
ENSG00000013275.6,4512.943433,0.158589175,0.039119187,4.053999829,5.03E-05,0.005935074
ENSG00000122390.16,2717.794784,0.247641274,0.061086276,4.053959226,5.04E-05,0.005935074
ENSG00000106546.11,2257.430144,-0.452378336,0.111629256,-4.052506966,5.07E-05,0.00594601
ENSG00000163479.12,17547.69973,0.241937907,0.059712031,4.051744706,5.08E-05,0.00594601
ENSG00000224310.1,0.646599212,-0.985428001,0.243286229,-4.0504882,5.11E-05,0.00594601
ENSG00000240137.4,111.3295885,0.302984194,0.074818065,4.049612787,5.13E-05,0.00594601
ENSG00000272434.1,9.498709254,0.541626694,0.133792192,4.048268333,5.16E-05,0.00594601
ENSG00000203747.8,654.0180152,-0.403581594,0.099696508,-4.048101611,5.16E-05,0.00594601
ENSG00000229833.8,1665.341318,0.365438596,0.090277376,4.047953231,5.17E-05,0.00594601
ENSG00000198336.8,9.045898417,0.743195061,0.18362233,4.047411136,5.18E-05,0.00594601
ENSG00000179335.17,3222.119226,0.126908383,0.031367025,4.045917147,5.21E-05,0.005963523
ENSG00000136982.5,200.6374041,-0.311743456,0.077065024,-4.04520029,5.23E-05,0.005963523
ENSG00000260034.1,5.86100574,-0.540046663,0.133527293,-4.044466498,5.24E-05,0.005963523
ENSG00000235475.1,33.24866149,0.468293757,0.11583379,4.04280786,5.28E-05,0.005986754
ENSG00000179943.7,1081.004288,0.156601971,0.038772574,4.038988295,5.37E-05,0.006065753
ENSG00000118308.13,169.5609412,-0.50036833,0.12403202,-4.034186746,5.48E-05,0.006154415
ENSG00000108511.9,36.02824599,-0.554845759,0.137539031,-4.034096745,5.48E-05,0.006154415
ENSG00000253102.1,10.41891765,0.474749703,0.117731207,4.032488196,5.52E-05,0.00617722
ENSG00000133983.13,1961.877985,0.254785119,0.063239572,4.028887504,5.60E-05,0.006252923
ENSG00000106633.14,19.02727805,-0.457122011,0.113544531,-4.025927168,5.68E-05,0.006305923
ENSG00000088992.16,1368.232377,0.48759421,0.121128412,4.025432185,5.69E-05,0.006305923
ENSG00000166598.11,71991.74536,0.244509365,0.060822665,4.020036992,5.82E-05,0.006432053
ENSG00000169727.11,7665.811713,0.211305519,0.052574436,4.019168526,5.84E-05,0.006435819
ENSG00000105669.11,10006.54945,0.268935558,0.066949467,4.016993264,5.89E-05,0.006475444
ENSG00000215262.6,23.15081238,-0.716971336,0.178602485,-4.014341333,5.96E-05,0.006528526
ENSG00000204463.11,13218.28915,0.126549802,0.031539861,4.012376709,6.01E-05,0.006540703
ENSG00000140749.8,303.796193,-0.369202644,0.092017855,-4.012293542,6.01E-05,0.006540703
ENSG00000152492.12,4242.487416,-0.236695299,0.059000753,-4.011733537,6.03E-05,0.006540703
ENSG00000172478.16,169.1421693,-0.623683285,0.15559181,-4.008458313,6.11E-05,0.006611905
ENSG00000072849.9,2876.65701,0.192789865,0.048110557,4.007225813,6.14E-05,0.006626351
ENSG00000101336.11,349.5915522,-0.35893034,0.089629204,-4.004613702,6.21E-05,0.006669021
ENSG00000178950.15,5949.336171,0.151738592,0.037894095,4.004280684,6.22E-05,0.006669021
ENSG00000267653.1,3.426610359,1.126640277,0.281487153,4.002457189,6.27E-05,0.006687344
ENSG00000234354.3,8.932960404,0.787592319,0.196817502,4.001637617,6.29E-05,0.006687344
ENSG00000155719.15,16.54644198,-0.497173994,0.12424677,-4.001504371,6.29E-05,0.006687344
ENSG00000106803.8,6388.097905,0.234641494,0.058650413,4.000679292,6.32E-05,0.006690733
ENSG00000132031.11,124.3022758,-0.473229017,0.11835013,-3.998550879,6.37E-05,0.006731141
ENSG00000162998.4,955.8712063,-0.429850857,0.107532778,-3.997393778,6.40E-05,0.006739125
ENSG00000276863.1,12.73239827,0.495149121,0.123917027,3.995811819,6.45E-05,0.006739125
ENSG00000271605.4,61.16682599,-0.380356988,0.095196242,-3.995504226,6.46E-05,0.006739125
ENSG00000196092.11,107.6616953,-0.691718002,0.173149592,-3.994915587,6.47E-05,0.006739125
ENSG00000125844.14,23208.43209,0.209952222,0.052556613,3.99478216,6.48E-05,0.006739125
ENSG00000254087.6,1487.476439,-0.220131867,0.055125685,-3.99327221,6.52E-05,0.006762429
ENSG00000261158.1,1.613739701,-0.911530904,0.228347808,-3.991853089,6.56E-05,0.006783259
ENSG00000119943.9,1094.397781,0.349556096,0.087605132,3.990132647,6.60E-05,0.006812846
ENSG00000265241.5,4791.927252,0.133386056,0.033457237,3.986762516,6.70E-05,0.006882351
ENSG00000113532.11,222.7616434,-0.394937799,0.099083558,-3.985906531,6.72E-05,0.006882351
ENSG00000229119.3,273.6792573,0.641237216,0.160891376,3.985528819,6.73E-05,0.006882351
ENSG00000065000.14,10426.64342,0.138169038,0.034675023,3.984684778,6.76E-05,0.006882351
ENSG00000155090.13,2713.827999,-0.448361036,0.112546201,-3.983795377,6.78E-05,0.006882351
ENSG00000112473.15,20113.56842,0.229513827,0.057614229,3.983630979,6.79E-05,0.006882351
ENSG00000115275.10,5328.231601,0.189352131,0.047561606,3.981197205,6.86E-05,0.006933459
ENSG00000234292.3,25.0344053,-0.645176538,0.162121721,-3.979581114,6.90E-05,0.006960983
ENSG00000198744.5,183.677912,-0.590662009,0.148486505,-3.977883446,6.95E-05,0.006991052
ENSG00000254872.3,445.314209,0.550339034,0.138418112,3.9759178,7.01E-05,0.00701606
ENSG00000104960.14,11862.09342,0.256866749,0.064615932,3.975285081,7.03E-05,0.00701606
ENSG00000155657.22,1000.886959,0.652557507,0.164164329,3.975026186,7.04E-05,0.00701606
ENSG00000167549.17,272.0661592,0.569613938,0.143436263,3.971198955,7.15E-05,0.007109834
ENSG00000248360.6,7.227754416,-0.530286632,0.133556212,-3.970512674,7.17E-05,0.007110484
ENSG00000265478.2,18.69078597,0.284778343,0.0717378,3.969711112,7.20E-05,0.007114628
ENSG00000105141.5,16.49615846,-0.932945,0.235073707,-3.968733936,7.23E-05,0.007124072
ENSG00000119723.14,801.6411466,0.153304175,0.038697552,3.961598811,7.44E-05,0.007320119
ENSG00000196277.14,106.0192428,0.848678879,0.214296015,3.960311069,7.49E-05,0.007335209
ENSG00000105699.15,7828.131256,0.224028687,0.056575879,3.95979157,7.50E-05,0.007335209
ENSG00000261538.1,18.97712773,1.164119059,0.294220023,3.956627581,7.60E-05,0.007407472
ENSG00000078579.8,5.783002231,-0.725173213,0.183303211,-3.956140259,7.62E-05,0.007407472
ENSG00000170370.11,27.67565157,-0.779084466,0.197191503,-3.950902832,7.79E-05,0.00755085
ENSG00000160877.5,3792.640544,0.168101561,0.042561808,3.949586963,7.83E-05,0.007571846
ENSG00000227953.5,292.1412835,0.560291731,0.141937608,3.947450841,7.90E-05,0.007618998
ENSG00000148677.6,97.35681776,0.994014703,0.251939527,3.945449589,7.97E-05,0.007662152
ENSG00000113369.7,4495.076778,-0.31581337,0.080074124,-3.944012801,8.01E-05,0.007687453
ENSG00000155115.6,4904.426943,0.32473276,0.082355539,3.943059154,8.04E-05,0.00769735
ENSG00000204673.9,3910.22018,0.19049506,0.048364947,3.938700909,8.19E-05,0.00781748
ENSG00000165434.7,952.8078816,-0.362873769,0.092150521,-3.937837409,8.22E-05,0.007824681
ENSG00000133055.7,27.56297217,1.563595957,0.39736762,3.934885179,8.32E-05,0.007900363
ENSG00000246763.5,689.7507038,0.494800188,0.125787156,3.933630468,8.37E-05,0.007920615
ENSG00000231421.6,1.269951348,-2.229596677,0.567079285,-3.931719489,8.43E-05,0.007962677
ENSG00000094631.17,2553.945924,0.12173384,0.03096723,3.931053544,8.46E-05,0.007963645
ENSG00000174498.12,6.484124573,-0.577669,0.147010265,-3.929446697,8.51E-05,0.007995892
ENSG00000064692.17,322.3593048,-0.434231151,0.110559959,-3.927562526,8.58E-05,0.008027562
ENSG00000124134.7,77.23132905,0.818521115,0.208422003,3.927229859,8.59E-05,0.008027562
ENSG00000176393.9,5099.576254,0.160129082,0.040793667,3.925341707,8.66E-05,0.008062318
ENSG00000248668.2,40.01884616,-0.251429665,0.064059654,-3.924930126,8.68E-05,0.008062318
ENSG00000251039.2,11.15759848,-1.128826198,0.287817578,-3.922019656,8.78E-05,0.008134975
ENSG00000159763.3,262.9881508,-0.983480812,0.250870894,-3.920266704,8.85E-05,0.008134975
ENSG00000164076.15,5.504189046,-0.946265409,0.241395454,-3.919980236,8.86E-05,0.008134975
ENSG00000269313.4,552.9026279,0.40216883,0.102596345,3.919913819,8.86E-05,0.008134975
ENSG00000224809.2,0.886616623,-1.252066795,0.319433729,-3.919644927,8.87E-05,0.008134975
ENSG00000134061.5,111.8123847,-0.455513664,0.116255979,-3.918195598,8.92E-05,0.008162994
ENSG00000112195.8,5.876196805,-0.723421803,0.184889101,-3.912733618,9.13E-05,0.008319502
ENSG00000136159.3,1283.614129,0.200492603,0.051246715,3.912301585,9.14E-05,0.008319502
ENSG00000039650.8,2681.850462,0.265304645,0.067822325,3.911759795,9.16E-05,0.008319502
ENSG00000160808.8,51.28283989,0.918384185,0.234846093,3.910578934,9.21E-05,0.008339011
ENSG00000115956.9,406.8928121,-0.421730507,0.107912909,-3.908063553,9.30E-05,0.008377383
ENSG00000165168.7,931.6012195,-0.445625558,0.114043749,-3.907496572,9.33E-05,0.008377383
ENSG00000095932.6,64.59806979,0.589614642,0.150911184,3.90703079,9.34E-05,0.008377383
ENSG00000220418.1,0.905717393,-1.60740465,0.411414189,-3.907022882,9.34E-05,0.008377383
ENSG00000211970.3,15.30302344,-0.874204093,0.223829315,-3.905672919,9.40E-05,0.008403126
ENSG00000160683.4,4.381085053,-0.846096973,0.216721625,-3.904072673,9.46E-05,0.008437714
ENSG00000233009.1,8.302731497,0.81543186,0.209046275,3.900724182,9.59E-05,0.008513088
ENSG00000163902.10,21685.29048,0.196569536,0.05039326,3.900710823,9.59E-05,0.008513088
ENSG00000264370.1,4.935660708,0.927804061,0.238134793,3.896129789,9.77E-05,0.008651723
ENSG00000259423.2,1.187298986,-0.839621955,0.215531224,-3.895593129,9.80E-05,0.008651723
ENSG00000124701.5,20.67808311,0.89475324,0.229763874,3.894229426,9.85E-05,0.008678999
ENSG00000258531.2,1.063304817,-0.997641357,0.256397479,-3.890995187,9.98E-05,0.008773799
ENSG00000102996.4,1737.597226,0.328639213,0.084507347,3.888883327,0.000100707,0.008818555
ENSG00000049247.12,8.930408529,-0.821046467,0.211143824,-3.888564921,0.000100839,0.008818555
ENSG00000252213.1,0.83133396,-1.226813237,0.31582611,-3.884457923,0.000102558,0.00894252
ENSG00000101003.9,158.0966797,-0.280958363,0.072337674,-3.883983914,0.000102759,0.00894252
ENSG00000106992.16,283.784949,0.351827781,0.090624025,3.882279367,0.000103482,0.00898349
ENSG00000214954.7,38.51042881,0.461999155,0.119051473,3.880667264,0.00010417,0.009011859
ENSG00000085871.7,4431.556823,0.219183526,0.056485803,3.880329488,0.000104315,0.009011859
ENSG00000134285.9,3132.756724,0.301885888,0.077843693,3.87810336,0.000105274,0.009039321
ENSG00000211789.2,7.253572786,-0.582896377,0.150313481,-3.877871572,0.000105374,0.009039321
ENSG00000103202.11,14573.52115,0.255070925,0.065776815,3.877824198,0.000105395,0.009039321
ENSG00000146001.5,23.82435852,-0.358226382,0.092410973,-3.876448546,0.000105992,0.009047955
ENSG00000140470.12,158.4649288,0.268788236,0.069341001,3.876324721,0.000106046,0.009047955
ENSG00000277452.1,1.483617513,-0.900899699,0.232439944,-3.875838565,0.000106258,0.009047955
ENSG00000181789.13,23445.91345,0.205839881,0.053128075,3.874408761,0.000106884,0.009073204
ENSG00000272622.1,33.84119034,-0.625065428,0.16135537,-3.873843343,0.000107132,0.009073204
ENSG00000136152.13,3779.400149,0.219296676,0.056623432,3.872896232,0.00010755,0.009073204
ENSG00000214595.10,309.9835125,0.690133742,0.178226401,3.872230712,0.000107844,0.009073204
ENSG00000101230.5,71.92555552,-0.444557082,0.114813053,-3.872008182,0.000107942,0.009073204
ENSG00000269376.1,51.39594425,0.457814774,0.118246807,3.871688256,0.000108084,0.009073204
ENSG00000269986.1,16.82531569,0.804431798,0.207941466,3.868549224,0.000109485,0.009169162
ENSG00000239998.4,49.25275215,-0.371179851,0.096010841,-3.866020191,0.000110626,0.009242966
ENSG00000165685.7,13.77490627,-0.407142499,0.105446346,-3.861134243,0.000112862,0.009407711
ENSG00000170166.5,14.45511729,0.648646784,0.168028388,3.860340467,0.000113229,0.009416273
ENSG00000135744.7,1515.987263,0.794203699,0.205794024,3.859216529,0.000113751,0.009423739
ENSG00000105204.12,1810.108258,0.205819567,0.053334845,3.859007496,0.000113848,0.009423739
ENSG00000182676.4,10.87964624,0.849586444,0.220224249,3.85782423,0.000114401,0.009447494
ENSG00000273706.3,1.010423285,-1.637820854,0.424624514,-3.857103862,0.000114738,0.009453436
ENSG00000278967.1,2.986939927,-0.841840274,0.218348984,-3.855480606,0.000115502,0.00948607
ENSG00000235295.1,8.388704957,0.714458861,0.185330471,3.855053394,0.000115704,0.00948607
ENSG00000131355.13,11.83029865,-0.585480853,0.15189272,-3.854568232,0.000115934,0.00948607
ENSG00000129158.9,1912.869501,0.315533081,0.081912267,3.852085811,0.000117116,0.009557582
ENSG00000188729.5,9.044876359,1.020681328,0.265001397,3.851607346,0.000117345,0.009557582
ENSG00000127663.13,6346.347924,0.182141923,0.047307323,3.850184527,0.000118029,0.009587569
ENSG00000197165.9,21.25889602,0.543308729,0.141142373,3.84936655,0.000118424,0.009587569
ENSG00000006468.12,1161.379577,-0.737194286,0.191520593,-3.849164585,0.000118521,0.009587569
ENSG00000170369.3,349.648911,0.843297411,0.219141979,3.848178308,0.000118999,0.009588545
ENSG00000137501.15,2420.957684,-0.405111741,0.105277739,-3.848028505,0.000119072,0.009588545
ENSG00000141696.11,2068.661467,0.273954244,0.071205889,3.847353772,0.0001194,0.009593277
ENSG00000141522.10,14799.83045,0.199065307,0.051758041,3.846074993,0.000120025,0.009598791
ENSG00000270804.1,239.7060846,0.256550303,0.066710716,3.845713523,0.000120202,0.009598791
ENSG00000122180.4,15.26322412,2.461917633,0.64019768,3.845558506,0.000120278,0.009598791
ENSG00000227321.2,1.192245929,-0.854281173,0.222455691,-3.840230699,0.000122919,0.009787577
ENSG00000136631.11,1956.062473,0.098682398,0.025707863,3.83860765,0.000123734,0.009830498
ENSG00000111834.11,60.19005541,-0.507374789,0.132318676,-3.834491139,0.000125825,0.009958957
ENSG00000070748.16,2.966459606,1.365325227,0.35607984,3.834323301,0.00012591,0.009958957
ENSG00000105697.6,33.1027339,-0.450080128,0.117451347,-3.832055902,0.000127077,0.010024772
ENSG00000163322.12,346.3961191,-0.222954467,0.058188148,-3.831613061,0.000127306,0.010024772
ENSG00000088038.16,3156.517115,0.113578302,0.029648371,3.830844563,0.000127704,0.010033939
ENSG00000151702.15,538.5895934,-0.341800118,0.089250749,-3.829661047,0.00012832,0.010041843
ENSG00000140264.18,37017.94322,0.291653773,0.076158423,3.829566834,0.000128369,0.010041843
ENSG00000136235.14,3485.18052,-0.379337586,0.099091233,-3.828164978,0.000129102,0.01007705
ENSG00000237719.1,2.493220342,-0.711247417,0.185846211,-3.827075158,0.000129675,0.010099606
ENSG00000092470.10,203.6237646,-0.240423845,0.062843026,-3.825784003,0.000130357,0.010130526
ENSG00000188452.12,185.0548625,-0.38201567,0.099880514,-3.824726712,0.000130917,0.010151932
ENSG00000170458.12,1366.983731,-0.317362734,0.083007745,-3.823290622,0.000131682,0.010178006
ENSG00000228820.2,19.24867391,0.681866225,0.178357857,3.823023186,0.000131825,0.010178006
ENSG00000260549.1,329.5144136,0.605358769,0.158371521,3.822396628,0.000132161,0.010181824
ENSG00000258289.6,2294.774776,-0.189469022,0.049584455,-3.821137519,0.000132838,0.010211851
ENSG00000204710.2,1.103868639,-0.874380466,0.228928952,-3.8194403,0.000133755,0.010260206
ENSG00000076944.13,4535.782965,0.258311007,0.067674129,3.816983093,0.000135093,0.010340603
ENSG00000181744.7,1143.03453,-0.266608869,0.069864747,-3.816071496,0.000135593,0.010356588
ENSG00000185739.12,195.3565872,0.619364393,0.162343,3.815159207,0.000136095,0.010372666
ENSG00000257384.1,1.942712325,0.869771135,0.228103074,3.813061873,0.000137256,0.010403341
ENSG00000277559.1,172.4500825,0.293784429,0.07704945,3.812933496,0.000137327,0.010403341
ENSG00000136872.16,16.25408105,-0.649644649,0.170383035,-3.81284821,0.000137374,0.010403341
ENSG00000260762.1,7.764627495,0.59880884,0.157076066,3.812222045,0.000137723,0.010407595
ENSG00000255042.1,1.002403831,-1.483213861,0.389135044,-3.811565896,0.000138089,0.010407822
ENSG00000281468.1,105.122661,0.300953877,0.078966428,3.811162325,0.000138315,0.010407822
ENSG00000204140.9,2.403538514,1.555392267,0.408170079,3.810647445,0.000138603,0.010407822
ENSG00000181126.12,33.78287929,-0.662956128,0.174138919,-3.807053206,0.000140632,0.010537963
ENSG00000198502.5,2907.920431,-0.415856209,0.109248698,-3.806509527,0.000140942,0.010538958
ENSG00000173083.13,112.4286435,-0.399243449,0.104926259,-3.804990776,0.000141809,0.010581603
ENSG00000160087.19,2682.004475,0.179994842,0.047331325,3.802869246,0.00014303,0.010650338
ENSG00000105705.14,1840.304366,0.157044409,0.041329131,3.799847862,0.000144785,0.010748027
ENSG00000163735.6,107.3073184,-0.902676183,0.237598216,-3.799170716,0.000145181,0.010748027
ENSG00000160191.16,8427.685222,0.312962174,0.08237891,3.799056987,0.000145248,0.010748027
ENSG00000259940.2,34.1668375,0.337758298,0.088924095,3.798276497,0.000145706,0.010759552
ENSG00000140497.15,7004.356505,0.148131476,0.03901231,3.797044499,0.000146432,0.010770858
ENSG00000120802.12,2542.884655,-0.179245263,0.047211962,-3.796606915,0.00014669,0.010770858
ENSG00000141556.19,5841.381257,0.157398142,0.041458995,3.796477504,0.000146767,0.010770858
ENSG00000257084.1,722.49668,0.422217264,0.111350168,3.791797264,0.000149561,0.010953342
ENSG00000269806.1,1.12878852,-0.971690115,0.256366339,-3.790240625,0.000150501,0.010971323
ENSG00000179085.7,2027.944206,0.330194713,0.087121321,3.790056311,0.000150613,0.010971323
ENSG00000185482.6,264.7125487,0.517876445,0.136647851,3.789861615,0.000150731,0.010971323
ENSG00000258983.2,2.817820424,-0.571399948,0.150869384,-3.787381719,0.000152243,0.01105141
ENSG00000211786.3,5.474616614,-0.626644907,0.165490265,-3.7865968,0.000152725,0.01105141
ENSG00000119782.12,340.3172659,0.493413912,0.130307524,3.786534308,0.000152763,0.01105141
ENSG00000228559.1,8.5718802,0.984913935,0.26016391,3.785743901,0.000153249,0.01105144
ENSG00000272858.1,29.27963837,0.35267228,0.093163374,3.785524992,0.000153384,0.01105144
ENSG00000272102.1,16.74011735,0.342363393,0.090548899,3.780977971,0.000156213,0.011232539
ENSG00000138182.13,287.7384583,-0.275012576,0.072749581,-3.780263378,0.000156663,0.011235273
ENSG00000277662.1,22.56866215,0.349708869,0.09251769,3.779913536,0.000156883,0.011235273
ENSG00000257727.4,2100.396214,0.231493624,0.061292599,3.776860965,0.000158817,0.011350974
ENSG00000010438.15,13.47129663,0.769434513,0.20386139,3.774302309,0.000160456,0.011445117
ENSG00000203867.7,61.0103476,0.487921984,0.129347208,3.772187995,0.000161822,0.011490325
ENSG00000152433.13,170.3220937,0.218457323,0.057913984,3.772099754,0.00016188,0.011490325
ENSG00000264666.1,10.61248197,0.406003312,0.107641099,3.771824289,0.000162058,0.011490325
ENSG00000250295.5,16.15153534,-0.597196535,0.15835766,-3.771188168,0.000162472,0.011496758
ENSG00000249599.1,352.6325113,0.421096839,0.11175182,3.768142997,0.000164466,0.011598882
ENSG00000204963.5,28.48464016,-0.795614705,0.21115094,-3.767990361,0.000164567,0.011598882
ENSG00000124575.6,13.64959379,0.563853684,0.149665351,3.767429677,0.000164937,0.01160198
